taxID	FSLB_count	GP143_count	GP157_count	GPR1_count	Galpha_count	Gbeta_count	Ggamma_count	Mth_count	Nematode_count	Olfactory_count	RBP1_count	STE2_count	STE3_count	TBP_count	Vomeronasal1_count	Vomeronasal2_count	cAMP_count	classA_count	classB1_count	classB2_count	classC_count	classF_count	classT_count
2249419	0	0	0	1	2	1	1	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0
2249420	1	0	0	0	3	1	1	0	0	0	3	1	0	1	0	0	1	0	0	0	0	0	0
225164	0	2	0	0	9	2	4	23	0	0	3	0	0	1	0	0	1	296	14	15	17	5	0
225359	0	0	0	2	3	1	1	0	0	0	3	1	0	3	0	0	1	0	0	0	0	0	0
225398	0	1	1	0	15	4	10	0	0	83	2	0	0	3	0	0	0	265	18	18	17	11	1
225400	0	1	1	0	13	5	7	0	0	317	4	0	0	1	0	0	0	161	8	22	11	6	12
22663	0	0	0	0	1	1	3	0	0	0	6	0	0	3	0	0	1	0	0	0	1	0	0
227182	0	1	1	0	14	5	9	0	0	64	2	0	0	3	0	0	0	259	16	19	17	11	1
227184	0	1	1	0	16	5	9	0	0	70	2	0	0	3	0	0	0	256	17	19	18	11	1
227192	0	1	1	0	13	4	7	0	0	68	3	0	0	3	0	0	0	247	15	17	16	8	2
227226	0	1	0	0	12	5	11	0	0	61	2	0	0	3	0	0	0	266	16	19	16	10	2
227228	0	0	1	0	14	4	6	0	0	70	2	0	0	3	0	0	0	258	14	16	16	11	1
227321	1	0	0	2	3	1	1	0	0	0	2	1	1	1	0	0	1	0	0	0	0	0	0
227884	0	0	0	0	23	3	2	0	95	0	3	0	0	2	0	0	0	70	1	2	1	5	0
2282107	0	0	0	0	12	1	2	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0
229533	1	0	0	3	3	1	1	0	0	0	3	1	1	1	0	0	4	0	0	0	0	0	0
229535	1	0	0	1	4	1	1	0	0	0	3	1	1	1	0	0	3	0	0	0	0	0	0
230148	0	2	1	0	32	6	14	0	0	10	3	0	0	2	4	2	0	391	22	26	30	14	0
230172	0	3	2	0	17	8	14	0	0	151	3	0	0	4	3	0	0	257	14	30	23	10	5
230686	0	1	0	0	5	3	4	13	0	0	3	0	0	3	0	0	0	63	5	3	9	5	0
230809	0	0	0	2	25	1	2	0	0	0	4	0	11	1	0	0	0	0	0	0	0	0	0
230812	0	0	0	1	58	1	2	0	0	0	6	0	20	1	0	0	0	1	0	0	0	0	0
230819	0	0	0	1	17	1	2	0	0	0	3	0	6	1	0	0	0	0	0	0	0	0	0
230844	0	1	1	0	16	5	17	0	0	1081	4	0	0	3	114	83	0	303	15	32	24	11	36
231223	0	0	1	0	10	2	3	25	0	0	3	0	0	2	0	1	1	722	19	19	24	6	0
2315210	0	0	0	0	14	3	2	0	0	0	4	0	0	2	0	0	1	2	0	0	25	0	0
231916	0	0	0	0	17	1	1	0	0	0	3	0	4	2	0	0	0	0	0	0	0	0	0
236234	3	0	0	6	3	1	1	0	0	0	3	1	1	1	0	0	1	0	0	0	0	0	0
2364996	1	0	0	3	5	1	1	0	0	0	3	1	1	1	0	0	4	0	0	0	0	0	0
237420	0	1	1	0	15	5	8	0	0	24	2	0	0	3	0	0	0	246	17	13	15	9	4
237433	0	1	1	0	13	3	7	0	0	18	2	0	0	2	0	0	0	239	17	12	12	11	7
237438	0	1	1	0	14	4	10	0	0	23	1	0	0	3	0	0	0	247	15	17	14	10	5
237442	0	0	1	0	12	4	8	0	0	19	2	0	0	3	0	0	0	210	13	9	11	11	1
237561	0	0	0	1	2	1	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0
238744	0	1	1	0	25	8	20	0	0	9	3	0	0	3	4	5	1	361	23	32	26	12	1
239371	0	1	1	0	10	4	10	0	0	44	2	0	0	3	0	0	0	241	16	17	14	9	4
239386	0	1	1	0	13	4	11	0	0	32	2	0	0	3	0	0	0	246	15	17	15	10	7
240159	0	2	1	0	30	9	23	0	0	81	4	0	0	5	4	6	0	555	29	36	50	12	4
240176	0	0	0	1	16	1	2	0	0	0	3	0	7	1	0	0	0	1	0	0	0	0	0
240201	0	1	1	0	14	3	10	0	0	66	2	0	0	3	0	0	0	267	17	19	14	10	2
240206	0	1	0	0	12	3	8	0	0	40	2	0	0	2	0	0	0	167	9	10	7	6	1
240209	0	1	1	0	12	4	10	0	0	70	2	0	0	3	0	0	0	251	15	16	17	11	2
240729	0	1	1	0	15	5	12	0	0	40	2	0	0	3	0	0	0	245	14	17	16	11	4
241478	0	0	0	0	8	3	3	0	0	0	5	0	0	3	0	0	0	65	3	1	5	4	0
241587	0	1	1	0	20	4	11	0	0	41	2	0	0	3	0	0	0	263	17	21	19	11	2
242507	1	0	0	4	3	1	1	0	0	0	3	1	1	1	0	0	2	0	0	0	0	0	0
243059	0	1	1	0	15	4	11	0	0	20	1	0	0	3	0	0	0	246	16	16	17	10	8
243314	0	1	1	0	13	5	11	0	0	51	2	0	0	3	0	0	0	246	15	14	16	11	2
243888	0	1	1	0	13	4	12	0	0	72	1	0	0	3	0	0	0	266	15	11	15	10	2
243964	0	0	0	0	3	3	6	0	0	0	4	0	0	6	0	0	1	1	0	0	0	0	0
244447	0	1	1	0	27	7	21	0	0	71	3	0	0	5	4	23	1	413	22	34	33	12	0
2448454	0	0	0	0	2	2	10	0	0	0	7	0	0	3	0	0	2	0	0	0	0	0	0
245042	0	1	0	0	16	4	10	0	0	14	2	0	0	3	0	0	0	198	16	19	16	8	1
245048	0	1	0	0	11	3	3	0	0	17	1	0	0	3	0	0	0	216	9	3	8	9	1
245174	0	0	0	0	2	1	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0
245834	3	0	0	2	3	1	1	0	0	0	3	1	1	2	0	0	0	0	0	0	0	0	0
246404	2	0	0	0	27	1	1	0	0	0	3	0	0	2	0	0	4	32	0	0	45	0	0
246409	1	0	0	0	11	4	5	0	0	0	4	0	0	2	0	0	0	0	0	0	2	0	0
246410	1	0	0	0	3	1	1	0	0	0	3	1	1	1	0	0	1	0	0	0	0	0	0
246437	0	1	1	0	17	2	17	0	0	1143	3	0	0	3	1	24	0	250	15	23	69	10	8
247094	0	2	1	0	14	4	13	0	0	544	3	0	0	3	12	13	0	334	11	28	24	13	53
2478892	0	0	0	0	13	4	9	0	0	89	1	0	0	3	0	0	0	242	13	12	11	10	1
2480587	0	0	0	1	19	1	2	0	0	0	9	0	10	1	0	0	0	0	0	0	0	0	0
2483200	0	0	0	0	1	1	1	0	0	0	3	0	0	1	0	0	1	0	0	0	3	0	0
2483409	0	0	0	0	1	1	1	0	0	0	8	0	0	4	0	0	1	0	0	0	8	0	0
248454	0	1	0	0	5	3	3	11	0	0	3	0	0	3	0	0	0	117	8	4	11	4	0
2485327	0	1	1	0	14	5	9	0	0	22	1	0	0	3	0	0	0	241	14	13	15	10	6
2489341	0	1	1	0	17	4	10	0	0	31	3	0	0	3	0	0	0	273	19	21	20	11	2
249248	0	0	0	0	22	4	14	6	0	0	9	0	0	9	0	0	0	1814	12	13	37	6	0
2493646	0	1	7	0	9	3	4	14	0	0	7	0	0	2	0	2	1	320	12	22	13	5	0
2494466	1	0	0	2	4	1	1	0	0	0	3	1	1	1	0	0	4	0	0	0	0	0	0
2496075	0	0	0	0	1	1	1	0	0	0	3	0	0	3	0	0	3	0	0	0	2	0	0
2498619	0	0	0	0	15	1	2	0	0	0	3	0	6	2	0	0	0	0	0	0	0	0	0
2511006	0	0	0	0	2	2	3	0	0	0	8	0	0	2	0	0	1	0	0	0	0	0	0
2512241	0	0	0	2	4	1	1	0	0	0	3	0	1	1	0	0	2	0	0	0	0	0	0
252184	1	0	0	2	4	1	1	0	0	0	3	1	1	2	0	0	3	0	0	0	0	0	0
252671	0	0	5	0	7	3	1	1	0	0	4	0	0	1	0	0	3	241	15	40	31	5	0
252740	1	0	0	1	3	1	1	0	0	0	2	1	1	1	0	0	2	0	0	0	0	0	0
252798	0	1	1	0	15	4	8	0	0	62	2	0	0	3	0	0	0	254	16	20	18	10	1
2529409	0	1	1	0	11	4	9	0	0	44	2	0	0	2	0	0	0	236	13	12	13	9	3
253628	1	0	0	2	3	1	1	0	0	0	3	1	0	2	0	0	0	0	0	0	0	0	0
254446	0	1	1	0	15	5	8	0	0	36	2	0	0	3	0	0	0	241	15	18	16	10	4
254448	0	1	1	0	15	4	11	0	0	23	1	0	0	2	0	0	0	237	15	15	15	10	4
254528	0	1	1	0	15	4	10	0	0	18	2	0	0	3	0	0	0	232	15	13	17	11	5
254539	0	1	1	0	15	4	11	0	0	31	2	0	0	3	0	0	0	248	17	16	15	10	6
254552	0	1	1	0	14	4	9	0	0	25	1	0	0	3	0	0	0	240	16	12	15	9	3
254557	0	1	1	0	14	4	11	0	0	24	2	0	0	3	0	0	0	239	14	17	16	9	7
254563	0	0	1	0	7	3	3	0	0	21	2	0	0	3	0	0	0	188	5	3	6	7	6
254575	0	1	1	0	14	4	8	0	0	19	2	0	0	3	0	0	0	242	16	14	15	10	4
254652	0	1	1	0	14	5	9	0	0	23	2	0	0	3	0	0	0	239	16	16	14	10	5
2557542	0	0	1	0	6	1	1	0	0	0	6	0	0	1	0	0	3	1	0	0	12	0	0
256645	2	0	0	4	5	1	1	0	0	0	3	1	1	1	0	0	1	0	0	0	0	0	0
257818	0	1	1	0	16	4	12	0	0	42	2	0	0	3	0	0	0	266	18	21	19	9	3
2582783	1	0	0	0	3	1	1	0	0	0	3	1	1	1	0	0	1	0	0	0	0	0	0
2585810	0	1	1	0	16	5	12	0	0	27	2	0	0	3	0	0	0	238	16	14	15	12	5
2585811	0	1	0	0	7	2	3	0	0	31	3	0	0	3	0	0	0	201	10	4	6	8	3
2585812	0	1	1	0	14	4	11	0	0	20	2	0	0	3	0	0	0	238	17	15	14	9	5
2585813	0	1	1	0	16	4	10	0	0	73	1	0	0	3	0	0	0	232	16	20	15	10	0
2585815	0	1	1	0	14	5	10	0	0	41	2	0	0	3	0	0	0	238	12	11	16	9	2
2585816	0	1	1	0	14	5	12	0	0	33	1	0	0	3	0	0	0	245	16	13	15	8	1
2585818	0	1	1	0	15	5	9	0	0	19	2	0	0	3	0	0	0	246	16	14	16	9	0
2585820	0	1	1	0	14	4	8	0	0	26	2	0	0	3	0	0	0	230	14	15	14	9	10
2585822	0	1	1	0	13	4	7	0	0	62	3	0	0	3	0	0	0	245	17	15	17	9	1
2587831	0	2	1	0	17	5	17	0	0	394	3	0	0	3	2	1	0	381	19	32	24	11	11
2593467	0	1	1	0	17	4	13	0	0	19	2	0	0	3	0	0	0	255	16	20	19	11	11
2594499	0	0	0	0	2	1	4	0	0	0	5	0	0	5	0	0	1	0	0	0	0	0	0
2598192	0	0	0	0	15	2	4	0	96	0	3	0	0	3	0	0	0	157	5	2	8	4	0
2601811	1	0	0	6	3	1	1	0	0	0	3	1	1	1	0	0	1	0	0	0	0	0	0
2604345	1	0	0	6	4	1	1	0	0	0	3	1	1	1	0	0	2	0	0	0	0	0	0
260670	1	0	0	3	4	1	1	0	0	0	4	1	1	2	0	0	3	0	0	0	0	0	0
260671	1	0	0	1	4	1	1	0	0	0	3	1	1	2	0	0	4	0	0	0	0	0	0
2606893	0	0	0	2	2	1	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0
2609070	0	1	1	0	24	9	14	0	0	3	3	0	0	3	3	9	1	295	24	38	28	10	0
260995	0	1	1	0	13	5	14	0	1	541	3	0	0	3	6	239	1	330	17	25	23	11	5
261099	0	0	0	0	3	1	1	0	0	0	3	0	0	1	0	0	3	6	0	0	9	0	0
261450	0	0	0	0	2	2	2	0	0	0	13	0	0	4	0	0	1	0	0	0	0	0	0
2614577	1	0	0	1	4	1	1	0	0	0	3	1	1	1	0	0	2	0	0	0	0	0	0
2615122	0	0	0	0	11	1	2	0	0	0	3	0	8	1	0	0	0	0	0	0	0	0	0
261658	15	0	0	0	11	1	2	1	0	0	3	0	0	1	0	0	10	1	0	0	7	0	0
262757	0	0	0	0	1	1	3	0	0	0	6	0	0	2	0	0	1	0	0	0	0	0	0
262921	0	0	0	0	1	2	1	0	0	0	5	0	0	2	0	0	1	0	0	0	0	0	0
264951	1	0	0	1	3	1	1	0	0	0	3	1	1	1	0	0	1	0	0	0	0	0	0
2650707	0	0	0	0	2	1	1	0	0	0	4	0	0	1	0	0	0	0	0	0	8	0	0
2652724	0	2	4	0	6	3	5	23	0	0	3	0	0	1	0	0	1	1185	7	42	48	5	0
2654633	0	0	0	0	20	2	2	0	96	0	3	0	0	2	0	0	0	175	3	2	8	4	0
265632	0	1	1	0	13	4	10	0	0	30	2	0	0	3	0	0	0	242	16	16	14	12	6
2656787	1	0	0	3	6	1	1	0	0	0	3	1	1	1	0	0	2	0	0	0	0	0	0
266360	0	1	1	0	15	4	10	0	0	25	2	0	0	3	0	0	0	235	14	19	16	9	9
2663907	0	0	0	0	2	1	1	0	0	0	4	0	0	1	0	0	0	0	0	0	11	0	0
2664684	0	0	0	0	7	3	6	0	0	0	3	0	0	2	0	0	0	162	2	8	23	4	0
2664923	1	0	0	6	3	1	1	0	0	0	3	1	1	1	0	0	1	0	0	0	0	0	0
267555	0	0	0	0	1	1	2	0	0	0	5	0	0	3	0	0	1	0	0	0	0	0	0
2675880	1	0	0	3	3	1	1	0	0	0	3	1	1	1	0	0	5	0	0	0	0	0	0
268474	0	0	0	0	6	1	5	0	0	0	3	0	0	2	0	0	0	41	4	3	7	4	0
268475	0	0	0	0	6	1	5	0	0	0	3	0	0	2	0	0	0	41	4	3	7	5	0
268505	1	0	0	2	3	1	1	0	0	0	3	1	1	1	0	0	2	0	0	0	0	0	0
2686198	1	0	0	1	3	1	1	0	0	0	3	1	1	1	0	0	2	0	0	0	0	0	0
2692428	0	0	0	4	5	2	2	0	0	0	6	2	1	1	0	0	2	0	0	0	0	0	0
269412	0	1	1	0	15	5	10	0	0	49	2	0	0	3	0	0	0	225	15	13	11	11	9
269621	0	0	0	1	7	1	1	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0
2698480	0	0	0	0	2	1	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0
270547	0	2	1	0	26	7	15	0	0	22	5	0	0	4	4	1	1	476	29	27	29	15	3
2711	0	0	0	0	1	1	4	0	0	0	6	0	0	2	0	0	1	0	0	0	1	0	0
271217	0	1	0	0	5	3	4	13	0	0	3	0	0	3	0	0	0	88	5	3	9	5	0
2714763	0	0	0	0	3	1	1	0	0	0	2	1	1	1	0	0	1	0	0	0	0	0	0
2715315	0	1	0	0	5	3	4	12	0	0	3	0	0	3	0	0	0	65	5	3	10	5	0
2715852	0	1	1	0	22	5	20	0	0	96	3	0	0	3	1	0	0	207	15	30	22	9	0
2727404	0	0	0	0	1	2	4	0	0	0	7	0	0	4	0	0	1	0	0	0	0	0	0
27288	0	0	0	1	2	1	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0
2728926	0	0	0	3	4	1	1	0	0	0	3	1	1	1	0	0	3	0	0	0	0	0	0
27326	0	0	0	1	2	1	1	0	0	0	5	1	1	1	0	0	0	0	0	0	0	0	0
27334	0	0	0	0	3	1	1	0	0	0	3	1	1	1	0	0	1	0	0	0	0	0	0
2733690	0	0	0	2	47	1	2	0	0	0	4	0	23	1	0	0	0	1	0	0	0	0	0
27337	1	0	0	2	3	1	1	0	0	0	3	1	1	1	0	0	2	0	0	0	0	0	0
27342	0	0	0	0	15	1	2	0	0	0	3	0	40	1	0	0	0	0	0	0	0	0	0
27349	0	0	0	1	5	1	1	0	0	0	3	0	3	1	0	0	0	0	0	0	0	0	0
27350	0	0	0	1	7	1	1	0	0	0	4	0	3	1	0	0	0	0	0	0	0	0	0
273540	0	0	0	0	1	2	4	0	0	0	10	0	0	2	0	0	1	0	0	0	2	0	0
27357	1	0	0	5	3	1	1	0	0	0	3	0	0	1	0	0	2	0	0	0	0	0	0
27381	3	0	0	2	4	1	1	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0
27404	0	1	0	0	6	3	4	27	0	0	8	0	0	6	0	0	0	174	6	11	15	2	0
2740835	0	1	0	0	11	4	5	10	0	0	8	0	0	4	0	0	0	210	27	28	20	5	0
27457	0	0	0	0	9	3	5	14	0	0	4	0	0	3	0	0	0	79	5	4	7	6	0
2747483	0	1	0	0	11	3	4	8	0	0	4	0	0	3	0	0	0	201	20	22	15	5	0
2748771	0	0	0	3	23	2	1	0	0	0	5	0	10	2	0	0	0	0	0	0	0	0	0
2754530	0	0	0	2	3	1	2	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0
2755281	0	1	0	0	10	5	2	8	0	0	5	0	0	3	0	0	0	78	9	10	10	4	0
2761393	0	0	0	0	1	1	2	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0
2761395	0	0	0	0	2	1	1	0	0	0	4	0	0	1	0	0	0	0	0	0	8	0	0
2761396	0	0	0	0	2	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	17	0	0
27622	0	1	1	0	16	5	15	0	0	126	3	0	0	3	0	0	0	248	15	33	20	11	8
2762511	0	0	0	0	15	7	12	7	0	0	16	0	0	11	0	0	0	1042	11	14	34	5	0
2762512	0	0	0	0	12	4	8	6	0	0	10	0	0	9	0	0	0	676	6	6	19	3	0
27687	0	2	1	0	16	5	17	0	0	230	3	0	0	3	29	139	0	656	17	30	32	11	12
2773714	2	0	0	3	3	1	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0
2773715	3	0	0	1	3	1	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0
2773716	3	0	0	4	4	1	1	0	0	0	3	2	1	1	0	0	0	0	0	0	0	0	0
2774352	1	0	0	5	3	1	1	0	0	0	3	1	1	1	0	0	3	0	0	0	0	0	0
2777116	0	0	0	0	20	2	8	0	97	0	3	0	0	2	0	0	0	160	3	2	8	4	0
27835	0	0	0	0	21	2	4	0	11	0	5	0	0	3	0	0	0	146	3	4	9	5	0
27845	0	0	0	0	16	4	3	0	0	0	6	0	0	2	0	0	0	126	2	0	3	6	0
27848	0	0	0	0	11	5	2	0	0	0	5	0	0	3	0	0	0	107	1	0	4	6	0
278856	0	1	0	0	6	3	3	8	0	0	3	0	0	3	0	0	0	84	5	4	7	4	0
2789361	0	0	0	0	2	1	1	0	0	0	3	0	0	1	0	0	0	0	0	0	9	0	0
278938	1	0	0	2	4	1	1	0	0	0	3	1	0	1	0	0	2	0	0	0	0	0	0
278944	1	0	0	2	3	1	1	0	0	0	3	1	0	1	0	0	1	0	0	0	0	0	0
27915	0	1	0	0	11	3	5	4	0	0	4	0	0	2	0	1	0	349	7	10	23	7	0
2792576	1	0	0	2	3	1	1	0	0	0	3	1	1	1	0	0	2	0	0	0	0	0	0
279322	0	0	0	1	3	1	2	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0
2795749	1	0	0	4	3	1	1	0	0	0	3	1	1	1	0	0	2	0	0	0	0	0	0
279965	0	1	1	0	7	3	10	0	0	51	2	0	0	3	0	0	0	146	13	12	6	4	2
279966	0	1	1	0	15	5	8	0	0	22	2	0	0	3	0	0	0	242	17	13	15	9	4
2804957	0	0	0	1	15	1	2	0	0	0	3	0	7	1	0	0	0	0	0	0	0	0	0
281687	0	0	0	0	27	3	3	0	153	0	4	0	0	3	0	0	0	152	4	3	9	8	0
2821754	2	0	0	3	4	1	1	0	0	0	3	1	1	1	0	0	1	0	0	0	0	0	0
282301	0	0	0	0	28	7	21	0	0	0	8	0	0	6	0	0	4	83	1	23	21	28	0
2823209	1	0	0	2	3	1	1	0	0	0	3	1	1	2	0	0	4	0	0	0	0	0	0
2823264	0	0	0	0	21	1	1	0	0	0	5	0	12	1	0	0	0	0	0	0	0	0	0
2824670	1	0	0	5	5	1	1	0	0	0	4	1	1	1	0	0	5	0	0	0	0	0	0
282569	1	0	0	5	5	1	1	0	0	0	3	1	1	1	0	0	4	0	0	0	0	0	0
2829485	2	0	0	4	5	1	1	0	0	0	3	1	1	1	0	0	1	0	0	0	0	0	0
2829486	0	0	0	5	9	1	1	0	0	0	3	0	2	1	0	0	0	1	0	0	0	0	0
283035	0	1	1	0	25	8	22	0	0	150	3	0	0	4	4	35	0	517	24	35	39	14	3
28377	0	1	0	0	15	5	13	0	0	94	4	0	0	3	1	42	0	317	18	21	25	10	27
283909	0	3	1	0	11	3	6	10	0	0	3	0	0	2	0	0	0	995	13	14	50	5	0
2839758	1	0	0	3	3	1	1	0	0	0	3	1	1	1	0	0	1	0	0	0	0	0	0
284590	0	0	0	1	2	1	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0
284591	0	0	0	2	2	1	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0
284592	0	0	0	4	2	1	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0
284593	0	0	0	1	2	1	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0
284811	0	0	0	1	2	1	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0
2849845	0	0	0	0	1	1	1	0	0	0	3	0	0	1	0	0	0	0	0	0	9	0	0
2849861	0	0	0	0	3	1	1	0	0	0	3	0	0	1	0	0	0	0	0	0	11	0	0
2849863	0	0	0	0	2	1	1	0	0	0	3	0	0	1	0	0	0	0	0	0	11	0	0
28548	1	0	0	2	3	1	1	0	0	0	3	1	1	1	0	0	3	0	0	0	0	0	0
28573	2	0	0	2	3	1	1	0	0	0	3	1	1	1	0	0	3	0	0	0	0	0	0
286115	0	0	0	1	18	1	1	0	0	0	3	0	0	1	0	0	1	5	0	0	0	0	0
286419	0	1	1	0	17	5	20	0	0	665	3	0	0	4	6	0	0	259	15	34	22	12	16
286661	1	0	0	4	3	1	1	0	0	0	4	1	1	1	0	0	0	0	0	0	0	0	0
28689	0	1	1	0	13	4	9	0	0	74	3	0	0	3	0	0	0	257	18	15	13	13	1
28697	0	1	1	0	16	4	12	0	0	68	2	0	0	3	0	0	0	263	17	17	17	11	2
28713	0	1	1	0	15	5	8	0	0	25	1	0	0	3	0	0	0	234	15	13	16	10	8
28724	0	1	0	0	14	4	8	0	0	23	1	0	0	3	0	0	0	236	17	12	16	10	4
2874296	0	0	0	0	12	2	4	0	0	0	3	0	0	2	0	0	0	58	3	3	7	4	0
28743	0	1	1	0	31	10	21	0	0	69	3	0	0	3	4	29	1	478	25	41	38	12	1
2878363	0	0	0	0	17	2	3	0	18	0	3	0	0	2	0	0	0	142	3	2	8	4	0
287889	0	0	0	0	8	3	4	1	0	0	3	0	0	2	0	0	2	749	6	66	86	2	0
289078	0	0	0	1	6	1	1	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0
289476	0	0	0	0	15	2	4	0	134	0	4	0	0	5	0	0	0	319	4	3	9	4	0
2898545	1	0	0	4	4	1	1	0	0	0	3	1	1	1	0	0	2	0	0	0	0	0	0
290292	1	0	0	2	4	1	1	0	0	0	3	1	1	1	0	0	2	0	0	0	0	0	0
29073	0	1	1	0	18	5	20	0	0	1224	3	0	0	3	19	0	0	288	15	37	22	11	20
290746	0	0	0	0	51	3	5	0	44	0	6	0	0	5	0	0	0	192	10	4	19	5	0
29088	0	1	1	0	16	5	24	0	0	477	3	0	0	3	3	0	0	275	15	36	22	11	17
29139	0	1	1	0	17	5	22	0	0	678	3	0	0	3	15	14	0	288	16	28	23	11	29
29144	0	1	1	0	32	9	24	0	0	144	3	0	0	3	4	22	1	657	27	62	41	15	3
29158	0	2	29	0	9	2	5	12	0	0	6	0	0	5	0	1	1	704	25	71	20	7	0
29159	0	1	12	0	11	2	6	5	0	0	5	0	0	2	0	1	1	433	30	35	17	5	0
29170	0	0	0	0	34	4	3	0	40	0	8	0	0	5	0	0	0	188	4	5	6	6	0
29172	0	0	0	0	17	3	6	0	1	0	3	0	0	4	0	0	0	112	3	2	8	4	0
293382	1	0	0	1	7	1	1	0	0	0	3	1	1	1	0	0	3	0	0	0	0	0	0
293559	1	0	0	1	3	1	1	0	0	0	4	1	1	1	0	0	2	0	0	0	0	0	0
294128	0	1	0	0	8	3	2	16	0	0	5	0	0	3	0	0	0	110	10	9	15	4	0
294747	0	0	0	1	2	1	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0
2953425	0	1	1	0	15	5	11	0	0	58	2	0	0	3	0	0	0	249	15	16	18	10	1
29655	0	0	0	0	1	1	3	0	0	0	9	0	0	1	0	0	1	0	0	0	0	0	0
2970133	0	0	0	0	24	2	3	0	172	0	3	0	0	2	0	0	0	160	3	2	7	4	0
2972119	1	0	0	3	3	1	1	0	0	0	3	1	1	1	0	0	3	0	0	0	0	0	0
2972120	1	0	0	1	3	1	1	0	0	0	3	1	1	1	0	0	3	0	0	0	0	0	0
29729	0	0	0	0	1	2	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0
29730	0	0	0	0	1	2	7	0	0	0	11	0	0	1	0	0	1	0	0	0	0	0	0
29760	0	0	0	0	1	1	3	0	0	0	5	0	0	1	0	0	1	0	0	0	1	0	0
297813	0	1	1	0	10	4	9	0	0	82	1	0	0	3	0	0	0	245	17	15	17	11	1
29808	0	0	0	0	1	1	1	0	0	0	12	0	0	2	0	0	1	0	0	0	1	0	0
29833	0	0	0	0	2	1	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0
298350	0	0	0	0	16	3	1	0	6	0	1	0	0	1	0	0	0	91	2	0	5	1	0
29845	1	0	0	0	2	1	1	0	0	0	3	1	1	1	0	0	2	0	0	0	0	0	0
298831	0	1	1	0	14	4	9	0	0	24	1	0	0	3	0	0	0	242	14	15	14	12	4
29920	0	0	0	0	1	1	1	0	0	0	4	0	0	3	0	0	4	0	0	0	3	0	0
299321	0	1	1	0	21	7	21	0	0	45	3	0	0	3	3	41	0	471	23	39	35	15	6
299467	0	0	0	0	12	3	3	3	0	1	4	0	0	13	0	0	0	154	7	8	14	4	0
299642	0	1	0	0	10	5	6	45	0	0	6	0	0	3	0	0	0	229	26	29	21	7	0
300111	0	1	0	0	5	3	4	14	0	0	3	0	0	3	0	0	0	70	6	3	10	5	0
300112	0	1	0	0	4	3	4	12	1	0	2	0	0	3	0	0	0	72	5	3	10	4	0
30019	0	0	0	0	7	3	3	8	0	0	3	0	1	7	0	0	0	76	5	4	11	4	0
30033	0	0	0	0	6	3	5	20	0	0	3	0	0	5	0	0	0	76	4	5	10	5	0
30044	0	0	0	0	5	3	5	7	0	0	4	0	0	5	0	0	0	68	5	5	10	4	0
30069	0	1	0	0	7	4	5	6	0	0	3	0	0	4	0	0	0	94	5	3	9	6	0
300844	0	0	0	0	1	2	3	0	0	0	5	0	0	4	0	0	1	0	0	0	1	0	0
30212	0	1	0	0	5	3	3	11	0	0	3	0	0	3	0	0	0	71	4	4	9	5	0
30213	0	1	0	0	5	3	4	10	0	0	3	0	0	3	0	0	0	68	4	4	9	5	0
302527	0	1	1	0	13	4	12	0	0	31	1	0	0	2	0	0	0	248	15	14	12	12	1
303518	0	1	1	0	27	8	25	0	0	92	4	0	0	4	4	54	1	508	28	49	44	15	1
30388	0	1	1	0	14	3	9	0	0	56	1	0	0	3	0	0	0	255	17	15	13	11	1
30419	0	1	0	0	15	3	10	0	0	103	2	0	0	3	0	0	0	187	14	13	12	9	3
30455	0	1	0	0	7	2	7	0	0	23	2	0	0	1	0	0	0	128	11	8	6	6	1
30457	0	1	1	0	12	4	10	0	0	45	1	0	0	3	0	0	0	246	18	18	14	9	0
30461	0	1	1	0	15	4	11	0	0	56	2	0	0	3	0	0	0	249	16	20	18	9	4
30464	0	1	1	0	17	4	13	0	0	76	2	0	0	3	0	0	0	248	18	22	17	11	2
30521	0	1	1	0	16	5	17	0	0	629	3	0	0	4	23	0	0	258	15	30	20	10	17
