taxID	FSLB_count	GP143_count	GP157_count	GPR1_count	Galpha_count	Gbeta_count	Ggamma_count	Mth_count	Nematode_count	Olfactory_count	RBP1_count	STE2_count	STE3_count	TBP_count	Vomeronasal1_count	Vomeronasal2_count	cAMP_count	classA_count	classB1_count	classB2_count	classC_count	classF_count	classT_count
30522	0	1	1	0	16	5	17	0	0	831	3	0	0	4	22	0	0	257	15	37	21	10	19
30538	0	1	1	0	16	5	15	0	0	785	3	0	0	3	8	0	0	275	14	35	24	11	14
30608	0	1	1	0	16	5	20	0	0	160	3	0	0	3	0	1	0	192	15	29	22	9	1
30611	0	1	1	0	16	5	14	0	0	698	3	0	0	3	25	3	0	263	15	34	23	11	9
30640	0	1	1	0	16	13	11	0	0	3113	3	0	0	4	63	5	0	249	14	28	36	11	11
306901	1	0	0	2	3	1	1	0	0	0	3	1	1	2	0	0	2	0	0	0	0	0	0
306902	0	0	0	1	2	1	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0
30732	0	1	1	0	30	9	22	0	0	20	3	0	0	4	2	1	1	459	23	44	36	14	1
307491	0	1	0	0	5	3	2	9	0	0	4	0	0	4	0	0	0	73	6	2	9	3	0
307492	0	1	0	0	6	2	4	8	0	0	5	0	0	4	0	0	0	110	7	2	9	3	0
307758	0	0	0	0	3	1	1	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0
307937	1	0	0	5	6	1	1	0	0	0	4	1	1	1	0	0	9	0	0	0	0	0	0
307959	0	1	2	0	52	16	45	0	0	105	6	0	0	7	4	56	0	970	47	78	67	28	5
307972	0	1	0	0	6	2	4	14	0	0	3	0	0	4	0	0	3	352	10	61	26	4	0
308745	2	0	0	1	3	1	1	0	0	0	3	1	1	1	0	0	1	0	0	0	0	0	0
30991	0	1	1	0	24	9	17	0	0	99	3	0	0	7	5	13	1	444	21	43	34	13	6
31033	0	1	1	0	22	8	21	0	0	65	4	0	0	4	3	23	0	433	24	31	31	13	2
310752	0	2	1	0	15	5	15	0	0	221	3	0	0	3	1	0	0	264	17	29	23	12	8
310915	0	0	1	0	25	9	18	0	0	0	3	0	0	3	1	7	1	272	22	39	26	12	0
310955	0	0	0	0	13	2	3	0	16	0	6	0	0	3	0	0	0	87	4	3	8	2	0
311401	0	1	1	0	15	4	13	0	0	77	2	0	0	3	0	0	0	268	18	22	20	10	3
312124	0	1	1	0	14	4	11	0	0	33	2	0	0	3	0	0	0	242	15	16	16	8	8
31234	0	0	0	0	21	2	4	0	680	0	4	0	0	2	0	0	0	210	3	2	10	5	0
31243	0	0	0	0	18	3	3	0	19	0	3	0	0	4	0	0	0	155	2	0	8	2	0
31246	0	0	0	0	13	6	3	0	0	0	4	0	0	3	0	0	0	78	1	1	3	7	0
314023	1	0	0	1	5	1	1	0	0	0	3	1	1	2	0	0	3	0	0	0	0	0	0
314031	1	0	0	3	5	1	1	0	0	0	3	1	1	2	0	0	3	0	0	0	0	0	0
314037	1	0	0	3	5	1	1	0	0	0	3	1	1	2	0	0	3	0	0	0	0	0	0
314040	1	0	0	2	4	1	1	0	0	0	3	1	1	2	0	0	5	0	0	0	0	0	0
314043	1	0	0	1	5	1	1	0	0	0	3	1	1	2	0	0	5	0	0	0	0	0	0
3150915	0	1	1	0	13	4	9	0	0	33	1	0	0	3	0	0	0	243	16	16	17	11	4
315347	0	0	0	0	1	1	4	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0
315576	0	1	0	0	6	3	2	21	0	0	3	0	0	3	0	0	0	89	4	2	11	5	0
317792	0	1	1	0	11	3	8	0	0	23	2	0	0	3	0	0	0	204	8	5	7	11	1
318479	0	0	0	0	11	2	5	0	0	0	3	0	0	2	0	0	0	108	2	2	7	4	0
318751	2	0	0	2	4	1	1	0	0	0	3	1	2	1	0	0	1	0	0	0	0	0	0
319348	0	1	0	0	7	3	4	16	0	0	3	0	0	3	0	0	0	97	5	2	11	5	0
3197	0	0	0	0	1	1	1	0	0	0	6	0	0	1	0	0	1	0	0	0	1	0	0
320322	0	0	0	0	1	2	3	0	0	0	7	0	0	6	0	0	1	0	0	0	0	0	0
321084	0	1	1	0	14	4	11	0	0	63	1	0	0	3	0	0	0	252	18	17	16	10	1
321146	3	0	0	4	1	1	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0
321398	0	1	1	0	14	5	13	0	0	28	2	0	0	3	0	0	0	267	17	22	20	11	6
321614	1	0	0	4	4	1	1	0	0	0	3	1	2	1	0	0	1	0	0	0	0	0	0
32201	0	0	0	0	1	2	7	0	0	0	5	0	0	3	0	0	1	0	0	0	1	0	0
32244	0	0	0	0	2	2	7	0	0	0	16	0	0	3	0	0	2	0	0	0	1	0	0
322582	0	1	1	0	15	5	6	0	0	38	2	0	0	3	0	0	0	237	17	17	13	11	4
32264	0	0	0	0	6	3	4	4	0	0	3	0	0	26	0	0	0	99	8	5	13	6	0
3235156	0	1	0	0	12	5	7	0	0	35	2	0	0	3	0	0	0	224	15	17	16	10	4
32507	0	1	1	0	26	8	23	0	0	62	3	0	0	4	4	44	1	512	26	38	35	14	0
325343	0	1	1	0	14	4	9	0	0	44	1	0	0	3	0	0	0	249	17	14	15	11	0
32536	0	1	0	0	16	5	19	0	0	776	3	0	0	3	13	0	0	277	15	35	22	11	19
325452	0	0	0	0	1	1	1	0	0	0	3	0	0	3	0	0	2	0	0	0	2	0	0
325984	0	0	0	0	3	1	4	0	0	0	11	0	0	4	0	0	1	0	0	0	1	0	0
326594	0	1	0	0	7	3	4	3	0	0	3	0	0	3	0	0	0	54	4	3	8	4	0
326968	0	0	0	0	1	1	4	0	0	0	7	0	0	3	0	0	1	0	0	0	0	0	0
327505	1	0	0	3	7	1	1	0	0	0	3	1	1	1	0	0	5	0	0	0	0	0	0
328815	0	1	0	0	13	3	12	0	0	21	2	0	0	2	0	0	0	192	13	14	13	9	6
329046	3	0	0	0	27	1	1	0	0	0	3	0	0	1	0	0	3	23	0	0	56	0	0
329884	3	0	0	6	5	1	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0
329885	4	0	0	5	5	2	1	0	0	0	6	2	2	2	0	0	0	0	0	0	0	0	0
330526	1	0	0	2	6	1	1	0	0	0	3	1	1	2	0	0	5	0	0	0	0	0	0
330535	1	0	0	2	4	1	1	0	0	0	3	1	1	2	0	0	4	0	0	0	0	0	0
330879	1	0	0	1	3	1	1	0	0	0	3	1	1	1	0	0	3	0	0	0	0	0	0
331117	1	0	0	0	3	1	1	0	0	0	3	1	1	1	0	0	3	0	0	0	0	0	0
33114	0	0	0	0	1	1	2	0	0	0	12	0	0	3	0	0	0	0	0	0	1	0	0
33203	1	0	0	3	4	1	2	0	0	0	3	1	1	1	0	0	6	0	0	0	0	0	0
33205	1	0	0	3	3	1	1	0	0	0	3	1	1	1	0	0	4	0	0	0	0	0	0
332648	1	0	0	2	3	1	1	0	0	0	4	1	1	1	0	0	1	0	0	0	0	0	0
332952	1	0	0	2	4	1	1	0	0	0	3	1	1	1	0	0	1	0	0	0	0	0	0
333673	0	1	1	0	19	4	10	0	0	668	3	0	0	3	0	0	0	266	19	19	16	11	3
334116	0	1	0	0	5	3	4	10	0	0	3	0	0	3	0	0	0	84	4	6	9	5	0
334426	0	0	0	0	15	2	5	0	3	0	4	0	0	3	0	0	0	111	3	2	7	4	0
334625	0	0	0	0	10	2	4	1	0	0	6	0	0	4	0	0	0	126	11	9	15	5	0
334819	1	0	0	3	5	1	1	0	0	0	3	1	1	1	0	0	5	0	0	0	0	0	0
33528	0	1	1	0	20	6	20	0	0	20	2	0	0	3	0	9	0	331	22	27	23	10	0
33581	0	1	1	0	13	3	8	0	0	51	3	0	0	3	0	0	0	235	15	9	10	11	0
33584	0	1	1	0	13	2	11	0	0	47	1	0	0	3	0	0	0	240	10	14	10	10	1
33598	0	1	1	0	15	5	9	0	0	56	2	0	0	3	0	0	0	251	15	19	16	8	2
33601	0	1	1	0	16	5	12	0	0	37	1	0	0	3	0	0	0	241	17	15	12	11	0
336722	4	0	0	4	4	1	1	0	0	0	3	1	1	2	0	0	0	0	0	0	0	0	0
336963	1	0	0	0	3	1	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0
336983	0	1	1	0	16	5	19	0	0	101	3	0	0	3	0	0	0	226	15	31	22	8	5
3371016	0	1	1	0	12	4	13	0	0	211	2	0	0	2	0	0	0	199	13	24	15	8	9
337173	0	1	1	0	15	4	11	0	0	29	1	0	0	3	0	0	0	241	17	13	15	12	7
337179	0	1	1	0	14	5	8	0	0	20	2	0	0	3	0	0	0	237	14	15	15	9	3
337451	0	0	0	0	1	2	2	0	0	0	5	0	0	2	0	0	0	0	0	0	1	0	0
337641	0	1	1	0	25	9	18	0	0	0	3	0	0	3	4	11	1	412	23	46	27	13	1
339359	1	0	0	3	3	1	1	0	0	0	3	1	1	1	0	0	1	0	0	0	0	0	0
3402493	0	1	0	0	6	3	3	7	0	0	3	0	0	3	0	0	0	64	8	6	9	4	0
340414	0	0	0	1	3	1	1	0	0	0	3	1	1	1	0	0	3	0	0	0	0	0	0
341454	1	0	0	1	3	1	1	0	0	0	3	1	1	1	0	0	1	0	0	0	0	0	0
341663	1	0	0	1	3	1	1	0	0	0	3	1	1	1	0	0	1	0	0	0	0	0	0
342381	0	1	1	0	14	4	9	0	0	34	2	0	0	3	0	0	0	249	18	16	15	11	1
342668	2	0	0	2	4	1	1	0	0	0	4	1	1	1	0	0	6	0	0	0	0	0	0
34275	0	0	0	0	2	4	13	0	0	0	22	0	0	3	0	0	2	0	0	0	0	0	0
343691	0	0	0	0	7	3	3	8	0	0	4	0	0	3	0	0	0	87	5	5	10	5	0
34407	1	0	0	6	3	1	1	0	0	0	3	1	1	1	0	0	2	0	0	0	0	0	0
344612	1	0	0	0	3	1	1	0	0	0	3	1	1	1	0	0	2	0	0	0	0	0	0
34504	0	0	0	0	20	5	3	0	0	0	5	0	0	3	0	0	0	86	1	0	4	7	0
34506	0	0	0	0	14	2	5	0	12	0	3	0	0	2	0	0	0	140	3	1	9	4	0
34508	0	0	0	0	17	3	3	0	45	0	6	0	0	6	0	0	0	247	4	2	9	4	0
345717	0	1	0	0	5	3	3	14	0	0	3	0	0	3	0	0	0	96	3	6	8	6	0
34632	0	0	0	0	4	4	4	18	0	0	2	0	0	2	0	0	0	147	12	7	10	5	0
34638	0	0	0	0	7	3	3	4	0	0	4	0	0	2	0	0	0	73	13	5	9	4	0
34720	0	1	0	0	5	3	4	12	0	0	3	0	0	3	0	0	0	67	5	4	9	5	0
347529	0	0	0	0	1	2	3	0	1	0	3	0	0	4	0	0	1	0	0	0	0	0	0
3476	0	0	0	0	1	1	3	0	0	0	5	0	0	1	0	0	1	0	0	0	0	0	0
34765	0	0	0	0	8	3	4	0	0	0	4	0	0	2	0	0	0	31	2	3	0	6	0
3483	0	0	0	0	2	1	4	0	0	0	10	0	0	2	0	0	2	0	0	0	0	0	0
34839	0	1	1	0	15	5	18	0	0	390	3	0	0	3	5	11	0	248	15	29	23	9	3
348720	0	1	0	0	8	3	4	12	0	0	5	0	0	3	0	0	0	96	3	7	9	5	0
34880	0	1	1	0	17	6	26	0	0	897	3	0	0	4	10	0	0	278	15	38	22	11	19
348802	1	0	0	2	4	1	1	0	0	0	4	1	1	1	0	0	1	0	0	0	0	0	0
34884	0	1	1	0	16	5	17	0	0	534	3	0	0	3	6	0	0	276	16	40	23	11	14
3494	0	0	0	0	2	1	2	0	0	0	9	0	0	1	0	0	2	0	0	0	0	0	0
34956	0	1	1	0	15	2	13	0	0	24	1	0	0	3	0	0	0	244	15	15	15	12	8
35019	0	1	0	0	17	5	14	0	0	297	3	0	0	2	1	103	0	280	18	25	39	11	0
352851	1	0	0	2	4	1	1	0	0	0	3	1	1	1	0	0	3	0	0	0	0	0	0
354080	1	0	0	4	7	1	1	0	0	0	3	1	1	1	0	0	4	0	0	0	0	0	0
354439	0	1	0	0	7	3	4	9	0	0	6	0	0	6	0	0	0	107	9	6	12	5	0
35525	0	1	0	0	5	3	5	11	0	0	10	0	0	2	0	0	0	134	6	8	17	3	0
355587	0	0	0	0	5	4	2	5	0	0	4	0	0	4	0	0	0	58	2	2	8	5	0
35572	0	0	0	0	10	3	4	8	0	0	5	0	0	3	0	0	0	81	6	9	10	6	0
35608	0	0	0	0	1	2	5	0	0	0	13	0	0	10	0	0	1	0	0	0	0	0	0
3562	0	0	0	0	1	1	4	0	0	0	5	0	0	2	0	0	1	0	0	0	0	0	0
35670	0	2	1	0	17	4	16	0	0	223	3	0	0	3	1	93	0	284	13	22	21	10	1
357074	0	1	1	0	12	4	9	0	0	27	2	0	0	3	0	0	0	216	12	14	12	9	5
35722	2	0	0	0	11	3	3	0	0	0	3	0	0	2	0	0	0	0	0	0	4	0	0
357466	0	0	0	0	1	2	3	0	0	0	6	0	0	3	0	0	1	0	0	0	1	0	0
357750	3	0	0	5	3	1	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0
359342	1	0	0	5	3	1	1	0	0	0	3	1	0	1	0	0	2	0	0	0	0	0	0
36022	0	0	0	1	2	1	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0
360224	0	1	1	0	12	4	11	0	0	33	2	0	0	3	0	0	0	241	13	19	16	10	4
36050	1	0	0	3	2	1	1	0	0	0	3	1	1	1	0	0	3	0	0	0	0	0	0
360622	0	0	0	0	2	10	3	0	0	0	10	0	0	6	0	0	1	0	0	0	0	0	0
36087	0	0	0	0	6	2	5	0	0	0	4	0	0	5	0	0	0	41	5	2	5	4	0
361077	11	0	0	0	12	1	1	1	0	0	3	0	0	1	0	0	8	0	0	0	10	0	0
36166	0	0	0	0	6	2	2	4	0	0	3	0	0	1	0	0	0	37	3	3	3	0	0
36200	0	1	0	0	25	7	11	0	0	56	4	0	0	3	2	6	0	316	25	30	33	5	1
36275	0	1	1	0	16	4	10	0	0	29	2	0	0	2	0	0	0	230	14	14	13	10	5
362788	0	0	0	0	2	2	3	0	0	0	4	0	0	2	0	0	2	0	0	0	0	0	0
36300	0	0	1	0	8	3	8	0	0	30	1	0	0	1	0	0	0	126	12	10	4	6	0
3634	0	0	0	0	1	1	3	0	0	0	9	0	0	4	0	0	0	0	0	0	0	0	0
3635	0	0	0	0	2	3	12	0	0	0	14	0	0	5	0	0	2	0	0	0	0	0	0
363769	0	1	1	0	12	4	10	0	0	41	2	0	0	3	0	0	0	247	14	14	14	12	3
3641	0	0	0	0	1	1	3	0	0	0	6	0	0	5	0	0	1	0	0	0	1	0	0
364589	0	1	1	0	17	4	11	0	0	93	4	0	0	3	0	0	0	267	19	21	19	11	2
364733	1	0	0	2	3	1	1	0	0	0	3	1	1	1	0	0	1	0	0	0	0	0	0
3656	0	0	0	0	1	1	6	0	0	0	5	0	0	1	0	0	1	0	0	0	1	0	0
3659	0	0	0	0	1	1	6	0	0	0	5	0	0	1	0	0	1	0	0	0	1	0	0
36596	0	0	0	0	1	1	4	0	0	0	10	0	0	3	0	0	1	0	0	0	1	0	0
3661	0	0	0	0	2	2	9	0	0	0	5	0	0	1	0	0	2	0	0	0	1	0	0
36643	1	0	0	1	3	1	1	0	0	0	3	1	1	1	0	0	1	0	0	0	0	0	0
366454	0	1	1	0	13	4	9	0	0	14	2	0	0	3	0	0	0	236	14	14	14	9	3
36646	1	0	0	0	2	1	1	0	0	0	4	1	1	1	0	0	1	0	0	0	0	0	0
36656	0	0	0	1	3	1	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0
367110	1	0	0	1	3	1	1	0	0	0	3	1	1	1	0	0	3	0	0	0	0	0	0
3673	0	0	0	0	1	1	5	0	0	0	6	0	0	1	0	0	1	0	0	0	1	0	0
367368	0	1	0	0	17	4	15	0	0	245	2	0	0	3	1	0	0	342	19	28	24	11	10
3694	0	0	0	0	2	2	7	0	0	0	8	0	0	2	0	0	1	0	0	0	1	0	0
3696	0	0	0	0	2	2	5	0	0	0	6	0	0	2	0	0	1	0	0	0	0	0	0
369605	0	1	1	0	13	4	12	0	0	30	2	0	0	3	0	0	0	242	15	15	16	11	5
369639	0	1	1	0	26	9	23	0	0	1	3	0	0	3	4	12	1	310	23	69	31	6	0
36987	0	1	0	0	7	3	3	10	0	0	2	0	0	3	0	0	0	108	7	8	11	5	0
37003	0	1	1	0	26	8	23	0	0	76	3	0	0	4	4	43	0	504	23	42	38	13	0
3702	0	0	0	0	1	1	3	0	0	0	5	0	0	2	0	0	1	0	0	0	0	0	0
37032	0	1	1	0	15	5	19	0	0	636	3	0	0	3	6	0	0	255	15	32	22	10	12
37040	0	1	0	0	11	3	8	0	0	31	1	0	0	2	0	0	0	125	11	8	6	7	0
37042	0	1	1	0	12	3	9	0	0	67	2	0	0	3	0	0	0	248	15	13	14	10	1
37079	0	1	1	0	16	4	12	0	0	49	2	0	0	3	0	0	0	252	17	16	17	9	0
3708	0	0	0	0	1	2	7	0	0	0	9	0	0	10	0	0	1	0	0	0	0	0	0
37083	0	1	1	0	16	4	10	0	0	62	1	0	0	3	0	0	0	245	18	20	13	11	0
3711	0	0	0	0	1	3	3	0	0	0	7	0	0	6	0	0	1	0	0	0	0	0	0
371919	0	1	0	0	14	5	8	0	0	64	3	0	0	3	0	0	0	228	15	14	14	11	4
372326	0	1	1	0	16	4	10	0	0	59	3	0	0	2	0	0	0	256	17	22	21	9	0
3726	0	0	0	0	1	4	7	0	0	0	11	0	0	7	0	0	1	0	0	0	0	0	0
37293	0	1	1	0	18	5	20	0	0	104	3	0	0	3	0	0	0	220	15	30	22	9	2
374723	0	0	0	0	7	5	2	0	0	0	11	0	0	2	0	0	1	0	0	0	0	0	0
3750	0	0	0	0	3	2	7	0	0	0	12	0	0	5	0	0	2	0	0	0	0	0	0
3755	0	0	0	0	1	1	4	0	0	0	7	0	0	3	0	0	1	0	0	0	0	0	0
375764	0	1	1	0	29	7	23	0	0	137	4	0	0	3	5	35	0	529	25	41	42	16	2
3760	0	0	0	0	1	1	5	0	0	0	5	0	0	3	0	0	1	0	0	0	0	0	0
37610	0	1	1	0	14	4	9	0	0	27	2	0	0	3	0	0	0	239	15	15	15	9	4
376703	0	0	0	2	13	1	1	0	0	0	3	0	3	1	0	0	0	0	0	0	0	0	0
3775	0	0	0	0	1	1	3	0	0	0	7	0	0	1	0	0	1	0	0	0	0	0	0
379532	0	1	1	0	15	5	17	0	0	128	3	0	0	3	0	1	0	171	15	31	21	9	1
38082	0	0	0	0	2	1	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0
381031	0	1	1	0	15	4	8	0	0	29	1	0	0	3	0	0	0	247	16	15	17	11	6
3816	0	0	0	0	1	2	8	0	0	0	6	0	0	1	0	0	1	0	0	0	0	0	0
3818	0	0	0	0	2	4	12	0	0	0	19	0	0	4	0	0	3	0	0	0	0	0	0
381881	0	1	1	0	14	4	9	0	0	27	2	0	0	3	0	0	0	238	17	16	16	10	4
3821	0	0	0	0	3	2	5	0	0	0	10	0	0	2	0	0	1	0	0	0	0	0	0
382315	0	1	1	0	12	3	11	0	0	63	1	0	0	3	0	0	0	258	14	14	14	10	2
3827	0	0	0	0	2	1	5	0	0	0	7	0	0	2	0	0	2	0	0	0	0	0	0
383855	2	0	0	4	3	1	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0
38397	0	1	1	0	16	4	12	0	0	23	1	0	0	3	0	0	0	244	15	17	16	8	6
38414	0	0	0	0	6	2	4	0	0	0	16	0	0	4	0	0	0	0	0	0	0	0	0
38448	1	0	0	3	4	1	1	0	0	0	3	1	0	1	0	0	3	0	0	0	0	0	0
38457	0	0	0	3	3	1	1	0	0	0	3	1	0	1	0	0	1	0	0	0	0	0	0
3847	0	0	0	0	4	4	11	0	0	0	9	0	0	5	0	0	2	0	0	0	0	0	0
3848	0	0	0	0	4	4	12	0	0	0	8	0	0	6	0	0	2	0	0	0	0	0	0
38488	1	0	0	1	4	1	1	0	0	0	3	1	1	1	0	0	1	0	0	0	0	0	0
38626	0	1	1	0	16	5	16	0	0	825	3	0	0	3	42	19	0	311	15	33	24	11	31
38654	0	1	1	0	17	3	13	0	0	729	3	0	0	3	2	0	0	320	18	30	21	11	5
3870	0	0	0	0	2	3	7	0	0	0	16	0	0	3	0	0	2	0	0	0	0	0	0
387005	0	0	0	0	9	2	4	0	0	0	2	0	0	2	0	0	0	44	0	2	5	3	0
3871	0	0	0	0	2	2	5	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0
38727	0	0	0	0	5	1	10	0	0	0	15	0	0	5	0	0	2	0	0	0	0	0	0
38744	0	0	0	0	10	4	3	0	0	0	3	0	0	3	0	0	0	69	3	1	3	5	0
38772	0	1	1	0	16	6	15	0	0	373	2	0	0	3	1	1	0	337	15	30	22	11	8
3880	0	0	0	0	2	1	5	0	0	0	11	0	0	6	0	0	1	0	0	0	0	0	0
3885	0	0	0	0	2	1	4	0	0	0	7	0	0	3	0	0	1	0	0	0	0	0	0
3888	0	0	0	0	9	1	6	0	0	0	12	0	0	5	0	0	1	0	0	0	0	0	0
388810	0	0	0	0	3	1	2	0	0	0	8	0	0	1	0	0	2	3	0	0	4	0	0
3900	0	0	0	0	2	1	2	0	0	0	4	0	0	5	0	0	1	0	0	0	0	0	0
390723	0	1	1	0	10	1	7	0	0	36	1	0	0	3	0	0	0	247	12	9	9	8	1
390850	0	0	0	0	52	2	12	0	130	0	20	0	0	103	0	0	0	416	9	0	22	8	0
390894	2	0	0	5	5	1	1	0	0	0	3	1	1	1	0	0	1	0	0	0	0	0	0
390896	2	0	0	4	5	1	1	0	0	0	3	1	1	1	0	0	1	0	0	0	0	0	0
391180	0	1	1	0	16	5	17	0	0	817	4	0	0	3	6	0	0	281	15	37	22	11	17
3914	0	0	0	0	2	1	3	0	0	0	8	0	0	1	0	0	1	0	0	0	0	0	0
3916	0	0	0	0	2	1	4	0	0	0	5	0	0	1	0	0	1	0	0	0	0	0	0
392030	0	0	0	0	13	5	8	5	0	0	9	0	0	4	0	0	0	428	7	8	19	4	0
392032	0	0	0	0	12	4	8	5	0	0	4	0	0	5	0	0	0	437	6	7	19	6	0
392033	0	0	0	0	14	7	15	6	0	0	16	0	0	9	0	0	0	765	9	14	32	4	0
39272	0	1	0	0	6	3	4	74	0	0	5	0	0	4	0	0	0	197	20	7	10	4	0
39325	0	0	0	0	1	1	1	0	0	0	10	0	0	3	0	0	1	0	0	0	0	0	0
39432	0	1	1	0	15	5	19	0	0	82	3	0	0	3	0	0	0	205	15	29	22	6	3
395501	0	0	0	0	5	2	1	3	0	0	1	0	0	3	0	0	0	56	0	2	9	2	0
39617	0	1	1	0	15	4	13	0	0	32	2	0	0	3	0	0	0	246	16	18	16	10	4
39621	0	1	2	0	14	5	7	0	0	23	2	0	0	3	0	0	0	229	13	11	12	11	5
3981	0	0	0	0	2	2	3	0	0	0	8	0	0	12	0	0	0	0	0	0	0	0	0
3983	0	0	0	0	2	2	8	0	0	0	5	0	0	2	0	0	1	0	0	0	0	0	0
398673	1	0	0	1	3	1	1	0	0	0	3	1	1	1	0	0	4	0	0	0	0	0	0
3988	0	0	0	0	1	1	3	0	0	0	12	0	0	3	0	0	1	0	0	0	0	0	0
399045	0	1	0	0	7	4	3	6	0	0	3	0	0	2	0	0	0	61	1	10	6	4	0
39946	0	0	0	0	2	1	2	0	0	0	7	0	0	3	0	0	1	0	0	0	0	0	0
39947	0	0	0	0	3	1	3	0	0	0	4	0	0	3	0	0	1	0	0	0	0	0	0
39966	0	0	0	1	16	1	2	0	0	0	3	0	8	1	0	0	0	0	0	0	0	0	0
400682	0	1	15	0	6	2	2	0	0	0	6	0	0	1	0	0	1	83	0	62	50	4	0
400727	0	0	2	0	10	2	4	8	0	0	3	0	0	2	0	1	0	331	17	16	23	5	0
40085	0	1	0	0	5	3	3	10	0	0	3	0	0	3	0	0	0	88	6	4	9	5	0
40147	0	3	0	0	20	5	25	0	0	42	5	0	0	5	5	0	2	605	28	55	31	12	8
40148	0	0	0	0	3	1	1	0	0	0	6	0	0	3	0	0	1	0	0	0	0	0	0
40151	0	1	1	0	17	5	14	0	0	73	4	0	0	3	1	0	0	236	16	18	19	11	3
40157	0	1	1	0	14	4	13	0	0	8	4	0	0	3	0	0	0	233	16	19	20	10	2
401625	0	0	0	0	4	1	1	0	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0
40199	1	0	0	4	3	1	1	0	0	0	4	1	1	1	0	0	4	0	0	0	0	0	0
40210	0	1	0	0	9	2	5	0	0	18	1	0	0	3	0	0	0	188	5	4	5	6	3
40217	0	1	1	0	13	5	13	0	0	21	2	0	0	3	0	0	0	249	17	19	18	8	7
4024	0	0	0	0	1	1	4	0	0	0	5	0	0	2	0	0	1	0	0	0	0	0	0
402998	0	0	0	0	4	2	5	0	0	0	4	0	0	7	0	0	2	0	0	0	1	0	0
40348	0	0	0	0	19	2	3	0	10	0	10	0	0	2	0	0	0	77	2	2	6	4	0
403673	0	0	0	0	9	1	2	0	0	0	3	0	0	1	0	0	1	1	0	0	4	0	0
403677	0	0	0	0	1	1	1	0	0	0	3	0	0	3	0	0	4	0	0	0	4	0	0
405034	0	1	0	0	6	3	3	11	0	0	4	0	0	3	0	0	0	92	4	5	9	5	0
40658	1	0	0	2	3	1	1	0	0	0	3	1	1	1	0	0	2	0	0	0	0	0	0
40686	0	0	0	0	1	2	3	0	0	0	6	0	0	2	0	0	1	0	0	0	0	0	0
40697	0	0	0	0	7	2	2	2	0	0	3	0	0	2	0	0	0	87	6	4	10	4	0
407009	0	1	0	0	5	3	2	9	0	0	3	0	0	3	0	0	0	119	6	4	17	5	0
407821	0	1	0	0	9	2	3	12	0	0	8	0	0	4	0	0	0	107	11	13	14	5	0
4081	0	0	0	0	2	1	2	0	0	0	5	0	0	2	0	0	1	0	0	0	0	0	0
4096	0	0	0	0	1	2	3	0	0	0	5	0	0	2	0	0	1	0	0	0	1	0	0
4097	0	0	0	0	2	6	5	0	0	0	11	0	0	4	0	0	2	0	0	0	1	0	0
40994	1	0	0	2	3	1	1	0	0	0	3	1	1	1	0	0	2	0	0	0	0	0	0
40998	1	0	0	5	3	1	1	0	0	0	3	1	1	1	0	0	1	0	0	0	0	0	0
41045	0	0	0	0	1	1	1	0	0	0	3	0	0	3	0	0	5	0	0	0	8	0	0
41062	1	0	0	0	3	1	1	0	0	0	3	1	1	1	0	0	2	0	0	0	0	0	0
41067	1	0	0	0	3	1	1	0	0	0	3	1	1	1	0	0	2	0	0	0	0	0	0
4109	0	0	0	0	1	1	4	0	0	0	5	0	0	2	0	0	0	0	0	0	1	0	0
4113	0	0	0	0	2	2	3	0	0	0	5	0	0	1	0	0	2	0	0	0	0	0	0
41210	0	1	0	0	6	2	1	7	0	0	5	0	0	3	0	0	0	49	3	3	3	1	0
413071	1	0	0	1	3	1	1	0	0	0	3	1	1	1	0	0	4	0	0	0	0	0	0
4155	0	0	0	0	1	1	2	0	0	0	6	0	0	2	0	0	1	0	0	0	0	0	0
416441	0	0	0	1	18	1	2	0	0	0	4	0	3	1	0	0	0	0	0	0	0	0	0
416450	1	0	0	1	3	1	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0
41688	1	0	0	2	3	1	1	0	0	0	3	0	1	1	0	0	4	0	0	0	0	0	0
4170	0	0	0	0	2	2	2	0	0	0	10	0	0	3	0	0	1	0	0	0	0	0	0
417176	0	0	0	0	2	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	10	0	0
417178	0	0	0	0	2	1	1	0	0	0	3	0	0	1	0	0	0	0	0	0	9	0	0
417184	0	0	0	0	2	1	1	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0
41803	0	0	0	0	1	1	1	0	0	0	6	0	0	1	0	0	1	0	0	0	0	0	0
